"resultId","raceId","driverId","constructorId","positionOrder","laps","fastestLapSpeed","statusId","driver_name","constructor_name","year","round","circuitId","race_name","status","circuit_name","total_time","avg_lap","circuit_avg_lap","circuit_lap_sd","std_avg_lap"
2933,158,23,3,3,58,NA,1,"Ralf Schumacher","Williams",2000,1,1,"Australian Grand Prix","Finished","Albert Park Grand Prix Circuit",5661996,97620.6206896552,99150.9416530481,9453.61082724941,-0.161876873435695
2934,158,35,16,4,58,NA,1,"Jacques Villeneuve","BAR",2000,1,1,"Australian Grand Prix","Finished","Albert Park Grand Prix Circuit",5686434,98041.9655172414,99150.9416530481,9453.61082724941,-0.11730714920168
2935,158,21,22,5,58,NA,1,"Giancarlo Fisichella","Benetton",2000,1,1,"Australian Grand Prix","Finished","Albert Park Grand Prix Circuit",5687152,98054.3448275862,99150.9416530481,9453.61082724941,-0.115997669620699
2936,158,41,16,6,58,NA,1,"Ricardo Zonta","BAR",2000,1,1,"Australian Grand Prix","Finished","Albert Park Grand Prix Circuit",5688455,98076.8103448276,99150.9416530481,9453.61082724941,-0.11362127422513
2937,158,25,22,7,58,NA,1,"Alexander Wurz","Benetton",2000,1,1,"Australian Grand Prix","Finished","Albert Park Grand Prix Circuit",5688902,98084.5172413793,99150.9416530481,9453.61082724941,-0.112806041115521
2938,158,48,18,8,57,NA,11,"Marc Gené","Minardi",2000,1,1,"Australian Grand Prix","+1 Lap","Albert Park Grand Prix Circuit",5713022,100228.456140351,99150.9416530481,9453.61082724941,0.113979145851537
2939,158,2,20,9,56,NA,12,"Nick Heidfeld","Prost",2000,1,1,"Australian Grand Prix","+2 Laps","Albert Park Grand Prix Circuit",5650100,100894.642857143,99150.9416530481,9453.61082724941,0.184448168637174
2940,158,63,15,10,58,NA,2,"Mika Salo","Sauber",2000,1,1,"Australian Grand Prix","Disqualified","Albert Park Grand Prix Circuit",5687611,98062.2586206897,99150.9416530481,9453.61082724941,-0.115160551058483
2941,158,18,3,11,46,NA,5,"Jenson Button","Williams",2000,1,1,"Australian Grand Prix","Engine","Albert Park Grand Prix Circuit",4556157,99046.8913043478,99150.9416530481,9453.61082724941,-0.0110064133802078
2942,158,64,15,12,41,NA,7,"Pedro Diniz","Sauber",2000,1,1,"Australian Grand Prix","Transmission","Albert Park Grand Prix Circuit",4209629,102673.87804878,99150.9416530481,9453.61082724941,0.372655111375827
2943,158,60,18,13,40,NA,6,"Gastón Mazzacane","Minardi",2000,1,1,"Australian Grand Prix","Gearbox","Albert Park Grand Prix Circuit",4110108,102752.7,99150.9416530481,9453.61082724941,0.380992872751862
2944,158,49,17,14,39,NA,9,"Heinz-Harald Frentzen","Jordan",2000,1,1,"Australian Grand Prix","Hydraulics","Albert Park Grand Prix Circuit",3891269,99776.1282051282,99150.9416530481,9453.61082724941,0.0661320381708548
2945,158,15,17,15,35,NA,5,"Jarno Trulli","Jordan",2000,1,1,"Australian Grand Prix","Engine","Albert Park Grand Prix Circuit",3469944,99141.2571428571,99150.9416530481,9453.61082724941,-0.00102442446256465
2946,158,55,20,16,27,NA,9,"Jean Alesi","Prost",2000,1,1,"Australian Grand Prix","Hydraulics","Albert Park Grand Prix Circuit",2770753,102620.481481481,99150.9416530481,9453.61082724941,0.367006839168016
2947,158,57,1,17,18,NA,5,"Mika Häkkinen","McLaren",2000,1,1,"Australian Grand Prix","Engine","Albert Park Grand Prix Circuit",1848776,102709.777777778,99150.9416530481,9453.61082724941,0.376452573494091
2948,158,50,21,18,16,NA,22,"Jos Verstappen","Arrows",2000,1,1,"Australian Grand Prix","Suspension","Albert Park Grand Prix Circuit",1887906,117994.125,99150.9416530481,9453.61082724941,1.99322604783324
2949,158,14,1,19,11,NA,5,"David Coulthard","McLaren",2000,1,1,"Australian Grand Prix","Engine","Albert Park Grand Prix Circuit",1264549,114959,99150.9416530481,9453.61082724941,1.67217147350578
2950,158,37,21,20,6,NA,22,"Pedro de la Rosa","Arrows",2000,1,1,"Australian Grand Prix","Suspension","Albert Park Grand Prix Circuit",591800,98633.3333333333,99150.9416530481,9453.61082724941,-0.0547524463586801
2951,158,56,19,21,6,NA,20,"Eddie Irvine","Jaguar",2000,1,1,"Australian Grand Prix","Spun off","Albert Park Grand Prix Circuit",592800,98800,99150.9416530481,9453.61082724941,-0.0371224984253184
2952,158,65,19,22,1,NA,8,"Johnny Herbert","Jaguar",2000,1,1,"Australian Grand Prix","Clutch","Albert Park Grand Prix Circuit",132970,132970,99150.9416530481,9453.61082724941,3.57736942687239
2953,159,30,6,1,71,NA,1,"Michael Schumacher","Ferrari",2000,2,18,"Brazilian Grand Prix","Finished","Autódromo José Carlos Pace",5495271,77398.1830985915,85653.5587059947,16323.4694506096,-0.505736579615117
2954,159,21,22,2,71,NA,1,"Giancarlo Fisichella","Benetton",2000,2,18,"Brazilian Grand Prix","Finished","Autódromo José Carlos Pace",5535169,77960.1267605634,85653.5587059947,16323.4694506096,-0.471311075669886
2955,159,49,17,3,71,NA,1,"Heinz-Harald Frentzen","Jordan",2000,2,18,"Brazilian Grand Prix","Finished","Autódromo José Carlos Pace",5537539,77993.5070422535,85653.5587059947,16323.4694506096,-0.469266150000674
2956,159,15,17,4,71,NA,1,"Jarno Trulli","Jordan",2000,2,18,"Brazilian Grand Prix","Finished","Autódromo José Carlos Pace",5568051,78423.2535211268,85653.5587059947,16323.4694506096,-0.442939241975787
2957,159,23,3,5,70,NA,11,"Ralf Schumacher","Williams",2000,2,18,"Brazilian Grand Prix","+1 Lap","Autódromo José Carlos Pace",5496323,78518.9,85653.5587059947,16323.4694506096,-0.437079796521337
2958,159,18,3,6,70,NA,11,"Jenson Button","Williams",2000,2,18,"Brazilian Grand Prix","+1 Lap","Autódromo José Carlos Pace",5515031,78786.1571428571,85653.5587059947,16323.4694506096,-0.420707226727532
2959,159,50,21,7,70,NA,11,"Jos Verstappen","Arrows",2000,2,18,"Brazilian Grand Prix","+1 Lap","Autódromo José Carlos Pace",5532462,79035.1714285714,85653.5587059947,16323.4694506096,-0.405452241476527
2960,159,37,21,8,70,NA,11,"Pedro de la Rosa","Arrows",2000,2,18,"Brazilian Grand Prix","+1 Lap","Autódromo José Carlos Pace",5546505,79235.7857142857,85653.5587059947,16323.4694506096,-0.393162312162095
2961,159,41,16,9,69,NA,12,"Ricardo Zonta","BAR",2000,2,18,"Brazilian Grand Prix","+2 Laps","Autódromo José Carlos Pace",5495482,79644.6666666667,85653.5587059947,16323.4694506096,-0.368113657302408
2962,159,60,18,10,69,NA,12,"Gastón Mazzacane","Minardi",2000,2,18,"Brazilian Grand Prix","+2 Laps","Autódromo José Carlos Pace",5521590,80023.0434782609,85653.5587059947,16323.4694506096,-0.344933731445404
2963,159,14,1,11,71,NA,2,"David Coulthard","McLaren",2000,2,18,"Brazilian Grand Prix","Disqualified","Autódromo José Carlos Pace",5499573,77458.7746478873,85653.5587059947,16323.4694506096,-0.502024651248472
2964,159,65,19,12,51,NA,6,"Johnny Herbert","Jaguar",2000,2,18,"Brazilian Grand Prix","Gearbox","Autódromo José Carlos Pace",4077502,79951.0196078431,85653.5587059947,16323.4694506096,-0.349346020795757
2965,159,48,18,13,31,NA,5,"Marc Gené","Minardi",2000,2,18,"Brazilian Grand Prix","Engine","Autódromo José Carlos Pace",2466944,79578.8387096774,85653.5587059947,16323.4694506096,-0.37214637578719
2966,159,57,1,14,30,NA,51,"Mika Häkkinen","McLaren",2000,2,18,"Brazilian Grand Prix","Oil pressure","Autódromo José Carlos Pace",2324744,77491.4666666667,85653.5587059947,16323.4694506096,-0.500021889588137
2967,159,22,6,15,27,NA,9,"Rubens Barrichello","Ferrari",2000,2,18,"Brazilian Grand Prix","Hydraulics","Autódromo José Carlos Pace",2140658,79283.6296296296,85653.5587059947,16323.4694506096,-0.390231322798057
2968,159,56,19,16,20,NA,20,"Eddie Irvine","Jaguar",2000,2,18,"Brazilian Grand Prix","Spun off","Autódromo José Carlos Pace",1583273,79163.65,85653.5587059947,16323.4694506096,-0.397581453234033
2969,159,35,16,17,16,NA,6,"Jacques Villeneuve","BAR",2000,2,18,"Brazilian Grand Prix","Gearbox","Autódromo José Carlos Pace",1286685,80417.8125,85653.5587059947,16323.4694506096,-0.320749594431297
2970,159,55,20,18,11,NA,10,"Jean Alesi","Prost",2000,2,18,"Brazilian Grand Prix","Electrical","Autódromo José Carlos Pace",886367,80578.8181818182,85653.5587059947,16323.4694506096,-0.310886147061525
2971,159,2,20,19,9,NA,5,"Nick Heidfeld","Prost",2000,2,18,"Brazilian Grand Prix","Engine","Autódromo José Carlos Pace",737718,81968.6666666667,85653.5587059947,16323.4694506096,-0.225741963157863
2972,159,25,22,20,6,NA,5,"Alexander Wurz","Benetton",2000,2,18,"Brazilian Grand Prix","Engine","Autódromo José Carlos Pace",550247,91707.8333333333,85653.5587059947,16323.4694506096,0.370893862095754
2975,160,30,6,1,62,NA,1,"Michael Schumacher","Ferrari",2000,3,21,"San Marino Grand Prix","Finished","Autodromo Enzo e Dino Ferrari",5499776,88706.064516129,90063.3106885219,4814.47267867741,-0.28190962187903
2976,160,57,1,2,62,NA,1,"Mika Häkkinen","McLaren",2000,3,21,"San Marino Grand Prix","Finished","Autodromo Enzo e Dino Ferrari",5500944,88724.9032258065,90063.3106885219,4814.47267867741,-0.277996688742893
2977,160,14,1,3,62,NA,1,"David Coulthard","McLaren",2000,3,21,"San Marino Grand Prix","Finished","Autodromo Enzo e Dino Ferrari",5550784,89528.7741935484,90063.3106885219,4814.47267867741,-0.111027007659819
2978,160,22,6,4,62,NA,1,"Rubens Barrichello","Ferrari",2000,3,21,"San Marino Grand Prix","Finished","Autodromo Enzo e Dino Ferrari",5589052,90146,90063.3106885219,4814.47267867741,0.0171751543724231
2979,160,35,16,5,61,NA,11,"Jacques Villeneuve","BAR",2000,3,21,"San Marino Grand Prix","+1 Lap","Autodromo Enzo e Dino Ferrari",5518841,90472.8032786885,90063.3106885219,4814.47267867741,0.0850545049264088
2980,160,63,15,6,61,NA,11,"Mika Salo","Sauber",2000,3,21,"San Marino Grand Prix","+1 Lap","Autodromo Enzo e Dino Ferrari",5519337,90480.9344262295,90063.3106885219,4814.47267867741,0.0867434017347729
2981,160,56,19,7,61,NA,11,"Eddie Irvine","Jaguar",2000,3,21,"San Marino Grand Prix","+1 Lap","Autodromo Enzo e Dino Ferrari",5526023,90590.5409836066,90063.3106885219,4814.47267867741,0.109509458308835
2982,160,64,15,8,61,NA,11,"Pedro Diniz","Sauber",2000,3,21,"San Marino Grand Prix","+1 Lap","Autodromo Enzo e Dino Ferrari",5530062,90656.7540983607,90063.3106885219,4814.47267867741,0.123262390181801
2983,160,25,22,9,61,NA,11,"Alexander Wurz","Benetton",2000,3,21,"San Marino Grand Prix","+1 Lap","Autodromo Enzo e Dino Ferrari",5552590,91026.0655737705,90063.3106885219,4814.47267867741,0.199970993606941
2984,160,65,19,10,61,NA,11,"Johnny Herbert","Jaguar",2000,3,21,"San Marino Grand Prix","+1 Lap","Autodromo Enzo e Dino Ferrari",5557721,91110.1803278688,90063.3106885219,4814.47267867741,0.217442222485419
2985,160,21,22,11,61,NA,11,"Giancarlo Fisichella","Benetton",2000,3,21,"San Marino Grand Prix","+1 Lap","Autodromo Enzo e Dino Ferrari",5558319,91119.9836065574,90063.3106885219,4814.47267867741,0.219478432750345
2986,160,41,16,12,61,NA,11,"Ricardo Zonta","BAR",2000,3,21,"San Marino Grand Prix","+1 Lap","Autodromo Enzo e Dino Ferrari",5580608,91485.3770491803,90063.3106885219,4814.47267867741,0.295373233076293
2987,160,60,18,13,60,NA,12,"Gastón Mazzacane","Minardi",2000,3,21,"San Marino Grand Prix","+2 Laps","Autodromo Enzo e Dino Ferrari",5581922,93032.0333333333,90063.3106885219,4814.47267867741,0.616624673759075
2988,160,50,21,14,59,NA,13,"Jos Verstappen","Arrows",2000,3,21,"San Marino Grand Prix","+3 Laps","Autodromo Enzo e Dino Ferrari",5505066,93306.2033898305,90063.3106885219,4814.47267867741,0.673571732096622
2989,160,15,17,15,58,NA,6,"Jarno Trulli","Jordan",2000,3,21,"San Marino Grand Prix","Gearbox","Autodromo Enzo e Dino Ferrari",5257299,90643.0862068966,90063.3106885219,4814.47267867741,0.120423472531559
2990,160,37,21,16,49,NA,20,"Pedro de la Rosa","Arrows",2000,3,21,"San Marino Grand Prix","Spun off","Autodromo Enzo e Dino Ferrari",4491098,91655.0612244898,90063.3106885219,4814.47267867741,0.330617835472931
2991,160,23,3,17,45,NA,69,"Ralf Schumacher","Williams",2000,3,21,"San Marino Grand Prix","Fuel system","Autodromo Enzo e Dino Ferrari",4054175,90092.7777777778,90063.3106885219,4814.47267867741,0.00612052268701912
2992,160,55,20,18,25,NA,9,"Jean Alesi","Prost",2000,3,21,"San Marino Grand Prix","Hydraulics","Autodromo Enzo e Dino Ferrari",2346170,93846.8,90063.3106885219,4814.47267867741,0.785857468510438
2993,160,2,20,19,22,NA,9,"Nick Heidfeld","Prost",2000,3,21,"San Marino Grand Prix","Hydraulics","Autodromo Enzo e Dino Ferrari",2058132,93551.4545454545,90063.3106885219,4814.47267867741,0.72451213034838
2994,160,18,3,20,5,NA,5,"Jenson Button","Williams",2000,3,21,"San Marino Grand Prix","Engine","Autodromo Enzo e Dino Ferrari",471278,94255.6,90063.3106885219,4814.47267867741,0.870768117564595
2995,160,48,18,21,5,NA,20,"Marc Gené","Minardi",2000,3,21,"San Marino Grand Prix","Spun off","Autodromo Enzo e Dino Ferrari",472101,94420.2,90063.3106885219,4814.47267867741,0.904956700818786
2996,160,49,17,22,4,NA,6,"Heinz-Harald Frentzen","Jordan",2000,3,21,"San Marino Grand Prix","Gearbox","Autodromo Enzo e Dino Ferrari",379016,94754,90063.3106885219,4814.47267867741,0.974289319836099
2997,161,14,1,1,60,NA,1,"David Coulthard","McLaren",2000,4,9,"British Grand Prix","Finished","Silverstone Circuit",5330108,88835.1333333333,101267.836363148,29081.7522356288,-0.427508732248367
2998,161,57,1,2,60,NA,1,"Mika Häkkinen","McLaren",2000,4,9,"British Grand Prix","Finished","Silverstone Circuit",5331585,88859.75,101267.836363148,29081.7522356288,-0.426662267892739
2999,161,30,6,3,60,NA,1,"Michael Schumacher","Ferrari",2000,4,9,"British Grand Prix","Finished","Silverstone Circuit",5350025,89167.0833333333,101267.836363148,29081.7522356288,-0.416094358131208
3000,161,23,3,4,60,NA,1,"Ralf Schumacher","Williams",2000,4,9,"British Grand Prix","Finished","Silverstone Circuit",5371420,89523.6666666667,101267.836363148,29081.7522356288,-0.403832946561362
3001,161,18,3,5,60,NA,1,"Jenson Button","Williams",2000,4,9,"British Grand Prix","Finished","Silverstone Circuit",5387867,89797.7833333333,101267.836363148,29081.7522356288,-0.394407219237723
3002,161,15,17,6,60,NA,1,"Jarno Trulli","Jordan",2000,4,9,"British Grand Prix","Finished","Silverstone Circuit",5409381,90156.35,101267.836363148,29081.7522356288,-0.382077609117897
3003,161,21,22,7,59,NA,11,"Giancarlo Fisichella","Benetton",2000,4,9,"British Grand Prix","+1 Lap","Silverstone Circuit",5333260,90394.2372881356,101267.836363148,29081.7522356288,-0.373897658810634
3004,161,63,15,8,59,NA,11,"Mika Salo","Sauber",2000,4,9,"British Grand Prix","+1 Lap","Silverstone Circuit",5355068,90763.8644067797,101267.836363148,29081.7522356288,-0.361187725941073
3005,161,25,22,9,59,NA,11,"Alexander Wurz","Benetton",2000,4,9,"British Grand Prix","+1 Lap","Silverstone Circuit",5356367,90785.8813559322,101267.836363148,29081.7522356288,-0.360430655013085
3006,161,55,20,10,59,NA,11,"Jean Alesi","Prost",2000,4,9,"British Grand Prix","+1 Lap","Silverstone Circuit",5359187,90833.6779661017,101267.836363148,29081.7522356288,-0.358787129210986
3007,161,64,15,11,59,NA,11,"Pedro Diniz","Sauber",2000,4,9,"British Grand Prix","+1 Lap","Silverstone Circuit",5359929,90846.2542372881,101267.836363148,29081.7522356288,-0.358354683769441
3008,161,65,19,12,59,NA,11,"Johnny Herbert","Jaguar",2000,4,9,"British Grand Prix","+1 Lap","Silverstone Circuit",5361228,90868.2711864407,101267.836363148,29081.7522356288,-0.357597612841453
3009,161,56,19,13,59,NA,11,"Eddie Irvine","Jaguar",2000,4,9,"British Grand Prix","+1 Lap","Silverstone Circuit",5364202,90918.6779661017,101267.836363148,29081.7522356288,-0.355864334211864
3010,161,48,18,14,59,NA,11,"Marc Gené","Minardi",2000,4,9,"British Grand Prix","+1 Lap","Silverstone Circuit",5374447,91092.3220338983,101267.836363148,29081.7522356288,-0.349893439941474
3011,161,60,18,15,59,NA,11,"Gastón Mazzacane","Minardi",2000,4,9,"British Grand Prix","+1 Lap","Silverstone Circuit",5380869,91201.1694915254,101267.836363148,29081.7522356288,-0.346150630473008
3012,161,35,16,16,56,NA,14,"Jacques Villeneuve","BAR",2000,4,9,"British Grand Prix","+4 Laps","Silverstone Circuit",5060191,90360.5535714286,101267.836363148,29081.7522356288,-0.375055901148789
3013,161,49,17,17,54,NA,16,"Heinz-Harald Frentzen","Jordan",2000,4,9,"British Grand Prix","+6 Laps","Silverstone Circuit",4886562,90491.8888888889,101267.836363148,29081.7522356288,-0.370539828100775
3014,161,2,20,18,51,NA,5,"Nick Heidfeld","Prost",2000,4,9,"British Grand Prix","Engine","Silverstone Circuit",4654479,91264.2941176471,101267.836363148,29081.7522356288,-0.343980038219481
3015,161,41,16,19,36,NA,20,"Ricardo Zonta","BAR",2000,4,9,"British Grand Prix","Spun off","Silverstone Circuit",3280817,91133.8055555556,101267.836363148,29081.7522356288,-0.348466994886818
3016,161,22,6,20,35,NA,9,"Rubens Barrichello","Ferrari",2000,4,9,"British Grand Prix","Hydraulics","Silverstone Circuit",3132187,89491.0571428571,101267.836363148,29081.7522356288,-0.404954251892118
3017,161,37,21,21,26,NA,10,"Pedro de la Rosa","Arrows",2000,4,9,"British Grand Prix","Electrical","Silverstone Circuit",2399220,92277.6923076923,101267.836363148,29081.7522356288,-0.309133506902028
3018,161,50,21,22,20,NA,10,"Jos Verstappen","Arrows",2000,4,9,"British Grand Prix","Electrical","Silverstone Circuit",1896395,94819.75,101267.836363148,29081.7522356288,-0.221722759719011
3019,162,57,1,1,65,NA,1,"Mika Häkkinen","McLaren",2000,5,4,"Spanish Grand Prix","Finished","Circuit de Barcelona-Catalunya",5635390,86698.3076923077,90421.4392598633,9044.95069965644,-0.411625413027073
3020,162,14,1,2,65,NA,1,"David Coulthard","McLaren",2000,5,4,"Spanish Grand Prix","Finished","Circuit de Barcelona-Catalunya",5651456,86945.4769230769,90421.4392598633,9044.95069965644,-0.384298649291521
3021,162,22,6,3,65,NA,1,"Rubens Barrichello","Ferrari",2000,5,4,"Spanish Grand Prix","Finished","Circuit de Barcelona-Catalunya",5664502,87146.1846153846,90421.4392598633,9044.95069965644,-0.362108623168402
3022,162,23,3,4,65,NA,1,"Ralf Schumacher","Williams",2000,5,4,"Spanish Grand Prix","Finished","Circuit de Barcelona-Catalunya",5672701,87272.3230769231,90421.4392598633,9044.95069965644,-0.348162890822592
3023,162,30,6,5,65,NA,1,"Michael Schumacher","Ferrari",2000,5,4,"Spanish Grand Prix","Finished","Circuit de Barcelona-Catalunya",5683373,87436.5076923077,90421.4392598633,9044.95069965644,-0.330010816716664
3024,162,49,17,6,65,NA,1,"Heinz-Harald Frentzen","Jordan",2000,5,4,"Spanish Grand Prix","Finished","Circuit de Barcelona-Catalunya",5717315,87958.6923076923,90421.4392598633,9044.95069965644,-0.272278648491088
3025,162,63,15,7,64,NA,11,"Mika Salo","Sauber",2000,5,4,"Spanish Grand Prix","+1 Lap","Circuit de Barcelona-Catalunya",5636126,88064.46875,90421.4392598633,9044.95069965644,-0.260584119043657
3026,162,41,16,8,64,NA,11,"Ricardo Zonta","BAR",2000,5,4,"Spanish Grand Prix","+1 Lap","Circuit de Barcelona-Catalunya",5636794,88074.90625,90421.4392598633,9044.95069965644,-0.25943016029401
3027,162,21,22,9,64,NA,11,"Giancarlo Fisichella","Benetton",2000,5,4,"Spanish Grand Prix","+1 Lap","Circuit de Barcelona-Catalunya",5647458,88241.53125,90421.4392598633,9044.95069965644,-0.241008279895443
3028,162,25,22,10,64,NA,11,"Alexander Wurz","Benetton",2000,5,4,"Spanish Grand Prix","+1 Lap","Circuit de Barcelona-Catalunya",5667444,88553.8125,90421.4392598633,9044.95069965644,-0.206482801496555
3029,162,56,19,11,64,NA,11,"Eddie Irvine","Jaguar",2000,5,4,"Spanish Grand Prix","+1 Lap","Circuit de Barcelona-Catalunya",5668486,88570.09375,90421.4392598633,9044.95069965644,-0.204682764045757
3030,162,15,17,12,64,NA,11,"Jarno Trulli","Jordan",2000,5,4,"Spanish Grand Prix","+1 Lap","Circuit de Barcelona-Catalunya",5679113,88736.140625,90421.4392598633,9044.95069965644,-0.186324800524042
3031,162,65,19,13,64,NA,11,"Johnny Herbert","Jaguar",2000,5,4,"Spanish Grand Prix","+1 Lap","Circuit de Barcelona-Catalunya",5699102,89048.46875,90421.4392598633,9044.95069965644,-0.151794139675679
3032,162,48,18,14,63,NA,12,"Marc Gené","Minardi",2000,5,4,"Spanish Grand Prix","+2 Laps","Circuit de Barcelona-Catalunya",5644121,89589.2222222222,90421.4392598633,9044.95069965644,-0.0920090186531006
3033,162,60,18,15,63,NA,12,"Gastón Mazzacane","Minardi",2000,5,4,"Spanish Grand Prix","+2 Laps","Circuit de Barcelona-Catalunya",5674841,90076.8412698413,90421.4392598633,9044.95069965644,-0.0380983823422167
3034,162,2,20,16,62,NA,13,"Nick Heidfeld","Prost",2000,5,4,"Spanish Grand Prix","+3 Laps","Circuit de Barcelona-Catalunya",5655134,91211.8387096774,90421.4392598633,9044.95069965644,0.0873857112172167
3035,162,18,3,17,61,NA,5,"Jenson Button","Williams",2000,5,4,"Spanish Grand Prix","Engine","Circuit de Barcelona-Catalunya",5354586,87780.0983606557,90421.4392598633,9044.95069965644,-0.292023802772952
3036,162,50,21,18,25,NA,6,"Jos Verstappen","Arrows",2000,5,4,"Spanish Grand Prix","Gearbox","Circuit de Barcelona-Catalunya",2202930,88117.2,90421.4392598633,9044.95069965644,-0.254754208881516
3037,162,35,16,19,21,NA,9,"Jacques Villeneuve","BAR",2000,5,4,"Spanish Grand Prix","Hydraulics","Circuit de Barcelona-Catalunya",1840228,87629.9047619048,90421.4392598633,9044.95069965644,-0.308629045160473
3038,162,55,20,20,1,NA,4,"Jean Alesi","Prost",2000,5,4,"Spanish Grand Prix","Collision","Circuit de Barcelona-Catalunya",98729,98729,90421.4392598633,9044.95069965644,0.918474960891967
3039,162,37,21,21,1,NA,4,"Pedro de la Rosa","Arrows",2000,5,4,"Spanish Grand Prix","Collision","Circuit de Barcelona-Catalunya",99009,99009,90421.4392598633,9044.95069965644,0.949431459086107
3041,163,30,6,1,67,NA,1,"Michael Schumacher","Ferrari",2000,6,20,"European Grand Prix","Finished","Nürburgring",6120307,91347.8656716418,97569.3956126582,16745.5432592713,-0.371533478770345
3042,163,57,1,2,67,NA,1,"Mika Häkkinen","McLaren",2000,6,20,"European Grand Prix","Finished","Nürburgring",6134129,91554.1641791045,97569.3956126582,16745.5432592713,-0.359213872038657
3043,163,14,1,3,66,NA,11,"David Coulthard","McLaren",2000,6,20,"European Grand Prix","+1 Lap","Nürburgring",6127769,92844.9848484848,97569.3956126582,16745.5432592713,-0.282129441310159
3044,163,22,6,4,66,NA,11,"Rubens Barrichello","Ferrari",2000,6,20,"European Grand Prix","+1 Lap","Nürburgring",6129336,92868.7272727273,97569.3956126582,16745.5432592713,-0.280711605897188
3045,163,21,22,5,66,NA,11,"Giancarlo Fisichella","Benetton",2000,6,20,"European Grand Prix","+1 Lap","Nürburgring",6141557,93053.8939393939,97569.3956126582,16745.5432592713,-0.269653937370123
3046,163,37,21,6,66,NA,11,"Pedro de la Rosa","Arrows",2000,6,20,"European Grand Prix","+1 Lap","Nürburgring",6157337,93292.9848484848,97569.3956126582,16745.5432592713,-0.255376054270777
3047,163,64,15,7,65,NA,12,"Pedro Diniz","Sauber",2000,6,20,"European Grand Prix","+2 Laps","Nürburgring",6151707,94641.6461538462,97569.3956126582,16745.5432592713,-0.174837532200757
3048,163,60,18,8,65,NA,12,"Gastón Mazzacane","Minardi",2000,6,20,"European Grand Prix","+2 Laps","Nürburgring",6164802,94843.1076923077,97569.3956126582,16745.5432592713,-0.16280677659359
3049,163,55,20,9,65,NA,12,"Jean Alesi","Prost",2000,6,20,"European Grand Prix","+2 Laps","Nürburgring",6199905,95383.1538461538,97569.3956126582,16745.5432592713,-0.130556634243198
3050,163,18,3,10,62,NA,10,"Jenson Button","Williams",2000,6,20,"European Grand Prix","Electrical","Nürburgring",5852742,94399.064516129,97569.3956126582,16745.5432592713,-0.18932387247418
3051,163,65,19,11,61,NA,4,"Johnny Herbert","Jaguar",2000,6,20,"European Grand Prix","Collision","Nürburgring",5752337,94300.606557377,97569.3956126582,16745.5432592713,-0.195203523986678
3052,163,25,22,12,61,NA,4,"Alexander Wurz","Benetton",2000,6,20,"European Grand Prix","Collision","Nürburgring",5755361,94350.1803278688,97569.3956126582,16745.5432592713,-0.19224310820773
3053,163,41,16,13,51,NA,20,"Ricardo Zonta","BAR",2000,6,20,"European Grand Prix","Spun off","Nürburgring",4852033,95137.9019607843,97569.3956126582,16745.5432592713,-0.145202434715138
3054,163,48,18,14,47,NA,37,"Marc Gené","Minardi",2000,6,20,"European Grand Prix","Throttle","Nürburgring",4476610,95247.0212765957,97569.3956126582,16745.5432592713,-0.138686114872781
3055,163,35,16,15,46,NA,5,"Jacques Villeneuve","BAR",2000,6,20,"European Grand Prix","Engine","Nürburgring",4295978,93390.8260869565,97569.3956126582,16745.5432592713,-0.249533231678712
3056,163,56,19,16,29,NA,4,"Eddie Irvine","Jaguar",2000,6,20,"European Grand Prix","Collision","Nürburgring",2692236,92835.724137931,97569.3956126582,16745.5432592713,-0.282682466697896
3057,163,50,21,17,29,NA,20,"Jos Verstappen","Arrows",2000,6,20,"European Grand Prix","Spun off","Nürburgring",2692366,92840.2068965517,97569.3956126582,16745.5432592713,-0.282414768089897
3058,163,23,3,18,29,NA,4,"Ralf Schumacher","Williams",2000,6,20,"European Grand Prix","Collision","Nürburgring",2692767,92854.0344827586,97569.3956126582,16745.5432592713,-0.281589020845224
3059,163,63,15,19,27,NA,86,"Mika Salo","Sauber",2000,6,20,"European Grand Prix","Halfshaft","Nürburgring",2514671,93135.962962963,97569.3956126582,16745.5432592713,-0.264752990156984
3060,163,49,17,20,2,NA,5,"Heinz-Harald Frentzen","Jordan",2000,6,20,"European Grand Prix","Engine","Nürburgring",179734,89867,97569.3956126582,16745.5432592713,-0.459966899455093
3062,164,14,1,1,78,NA,1,"David Coulthard","McLaren",2000,7,6,"Monaco Grand Prix","Finished","Circuit de Monaco",6568213,84207.858974359,89119.1876576058,11793.4204560648,-0.416446500957335
3063,164,22,6,2,78,NA,1,"Rubens Barrichello","Ferrari",2000,7,6,"Monaco Grand Prix","Finished","Circuit de Monaco",6584102,84411.5641025641,89119.1876576058,11793.4204560648,-0.399173723397676
3064,164,21,22,3,78,NA,1,"Giancarlo Fisichella","Benetton",2000,7,6,"Monaco Grand Prix","Finished","Circuit de Monaco",6586735,84445.3205128205,89119.1876576058,11793.4204560648,-0.396311414673743
3065,164,56,19,4,78,NA,1,"Eddie Irvine","Jaguar",2000,7,6,"Monaco Grand Prix","Finished","Circuit de Monaco",6634137,85053.0384615385,89119.1876576058,11793.4204560648,-0.344781160920648
3066,164,63,15,5,78,NA,1,"Mika Salo","Sauber",2000,7,6,"Monaco Grand Prix","Finished","Circuit de Monaco",6648988,85243.4358974359,89119.1876576058,11793.4204560648,-0.328636783078212
